settlementdate,regionid,rrp,totaldemand,netinterchange,demandforecast
2025-01-10 10:50:00,VIC1,9.1,3845.81,-29.66,10
2025-01-10 10:55:00,NSW1,126.54149,7261.29,182.76,14
2025-01-10 10:55:00,QLD1,55.5,5501.79,212.78,1
2025-01-10 10:55:00,SA1,-16.33735,569.42,159.61,-6
2025-01-10 10:55:00,TAS1,120.26,826.44,-401.3,-1
2025-01-10 10:55:00,VIC1,-18.15,3892.84,-124.04,11
2025-01-10 11:00:00,NSW1,57.01,7277.98,217.94,15
2025-01-10 11:00:00,QLD1,25.23942,5508.23,169.31,2
2025-01-10 11:00:00,SA1,-10.09994,571.44,178.63,-6
2025-01-10 11:00:00,TAS1,120.26,832.42,-401.82,-1
2025-01-10 11:00:00,VIC1,-11.26432,3916.19,-133.4,12
2025-01-10 11:05:00,NSW1,56.98,7247.28,195.65,12
2025-01-10 11:05:00,QLD1,40.36158,5482.25,152.5,-1
2025-01-10 11:05:00,SA1,11.09123,578.09,191.15,-6
2025-01-10 11:05:00,TAS1,120.26,838.55,-402.23,-1
2025-01-10 11:05:00,VIC1,12.42,3963.56,-103.25,16
2025-01-10 11:10:00,NSW1,85.98165,7230.11,59.69,8
2025-01-10 11:10:00,QLD1,57.73,5448.97,182.81,-6
2025-01-10 11:10:00,SA1,74.01368,559.24,165.89,-7
2025-01-10 11:10:00,TAS1,120.26,828.46,-402.81,-1
2025-01-10 11:10:00,VIC1,82.37384,3943.45,30.26,16
2025-01-10 11:15:00,NSW1,56.14927,7203.95,78.08,2
2025-01-10 11:15:00,QLD1,55.75,5414.04,74.95,-6
2025-01-10 11:15:00,SA1,46.89611,529.95,212.02,-9
2025-01-10 11:15:00,TAS1,120.26,826.6,-395.47,-1
2025-01-10 11:15:00,VIC1,52.86914,3967.06,73.82,17
2025-01-10 11:20:00,NSW1,57.65511,7194.47,292.04,-1
2025-01-10 11:20:00,QLD1,57.73,5555.47,55.48,-1
2025-01-10 11:20:00,SA1,10.72063,519.94,219.94,-10
2025-01-10 11:20:00,TAS1,120.26,834.29,-396.57,-1
2025-01-10 11:20:00,VIC1,12.14,3999.14,-134.78,19
2025-01-10 11:25:00,NSW1,56.98,7123.64,280.7,-1
2025-01-10 11:25:00,QLD1,57.42165,5595.84,25.5,6
2025-01-10 11:25:00,SA1,20.0,532.5,199.96,-8
2025-01-10 11:25:00,TAS1,120.26,829.58,-402.01,-1
2025-01-10 11:25:00,VIC1,22.47883,4050.67,-68.31,19
2025-01-10 11:30:00,NSW1,76.72,7152.97,420.42,-6
2025-01-10 11:30:00,QLD1,77.86295,5674.36,-2.03,11
2025-01-10 11:30:00,SA1,68.02657,554.22,141.92,-6
2025-01-10 11:30:00,TAS1,120.26,834.94,-402.01,-1
2025-01-10 11:30:00,VIC1,75.36462,4088.37,-131.67,21
2025-01-10 11:35:00,NSW1,55.30525,7034.46,516.12,-8
2025-01-10 11:35:00,QLD1,55.75,5657.62,13.15,9
2025-01-10 11:35:00,SA1,7.89023,508.79,234.65,-6
2025-01-10 11:35:00,TAS1,120.26,821.34,-402.21,-1
2025-01-10 11:35:00,VIC1,8.94987,4089.3,-326.64,23
2025-01-10 11:40:00,NSW1,45.0,7146.84,232.77,-8
2025-01-10 11:40:00,QLD1,45.3762,5620.95,36.33,13
2025-01-10 11:40:00,SA1,32.03912,537.84,216.2,-5
2025-01-10 11:40:00,TAS1,120.26,827.03,-402.15,-1
2025-01-10 11:40:00,VIC1,36.1,4018.18,-44.81,23
2025-01-10 11:45:00,NSW1,72.63247,7136.22,260.79,-6
2025-01-10 11:45:00,QLD1,73.83,5767.25,-16.93,15
2025-01-10 11:45:00,SA1,61.46556,550.14,227.58,-3
2025-01-10 11:45:00,TAS1,120.26,815.66,-398.75,-1
2025-01-10 11:45:00,VIC1,69.53969,4041.82,-32.12,17
2025-01-10 11:50:00,NSW1,56.97993,7081.89,239.69,-5
2025-01-10 11:50:00,QLD1,58.29224,5776.12,-31.25,24
2025-01-10 11:50:00,SA1,42.69824,525.5,165.76,-2
2025-01-10 11:50:00,TAS1,120.26,821.79,-398.65,-1
2025-01-10 11:50:00,VIC1,47.64,4026.74,60.36,15
2025-01-10 11:55:00,NSW1,71.2213,7070.67,525.58,-6
2025-01-10 11:55:00,QLD1,73.83,5842.38,-89.71,26
2025-01-10 11:55:00,SA1,-14.45,541.36,105.35,0
2025-01-10 11:55:00,TAS1,120.26,824.69,-398.53,-1
2025-01-10 11:55:00,VIC1,-15.88828,4074.42,-116.85,15
2025-01-10 12:00:00,NSW1,93.87824,7106.18,719.04,-7
2025-01-10 12:00:00,QLD1,99.75,5891.12,-233.27,24
2025-01-10 12:00:00,SA1,11.00114,578.13,115.29,1
2025-01-10 12:00:00,TAS1,120.26,830.95,-402.8,-1
2025-01-10 12:00:00,VIC1,12.13,4094.08,-163.73,15
2025-01-10 12:05:00,NSW1,56.98,6987.23,799.6,-12
2025-01-10 12:05:00,QLD1,73.83,5824.48,-276.43,23
2025-01-10 12:05:00,SA1,11.41335,555.51,54.38,3
2025-01-10 12:05:00,TAS1,120.26,829.18,-401.42,0
2025-01-10 12:05:00,VIC1,12.42,4140.98,-144.47,16
2025-01-10 12:10:00,NSW1,76.72,7083.64,702.05,-12
2025-01-10 12:10:00,QLD1,85.94,5909.06,-232.67,21
2025-01-10 12:10:00,SA1,42.6736,580.85,33.14,4
2025-01-10 12:10:00,TAS1,120.26,826.55,-402.85,0
2025-01-10 12:10:00,VIC1,46.29,4193.78,-72.11,21
2025-01-10 12:15:00,NSW1,36.0,7013.36,679.08,-5
2025-01-10 12:15:00,QLD1,77.95,5860.36,-217.54,21
2025-01-10 12:15:00,SA1,7.98504,536.11,186.58,5
2025-01-10 12:15:00,TAS1,120.26,829.29,-401.86,0
2025-01-10 12:15:00,VIC1,8.94988,4120.54,-206.44,20
2025-01-10 12:20:00,NSW1,53.13611,7049.28,689.32,-5
2025-01-10 12:20:00,QLD1,55.75,5857.36,-180.85,15
2025-01-10 12:20:00,SA1,10.57519,548.68,113.61,4
2025-01-10 12:20:00,TAS1,120.26,821.59,-402.59,0
2025-01-10 12:20:00,VIC1,11.68,4170.75,-188.46,15
2025-01-10 12:25:00,NSW1,74.26442,6945.59,816.03,-6
2025-01-10 12:25:00,QLD1,77.94998,5869.23,-204.63,12
2025-01-10 12:25:00,SA1,18.37888,561.43,57.05,3
2025-01-10 12:25:00,TAS1,120.26,824.29,-402.83,0
2025-01-10 12:25:00,VIC1,20.04,4215.74,-238.53,18
2025-01-10 12:30:00,NSW1,71.15844,6993.11,643.57,-13
2025-01-10 12:30:00,QLD1,73.83,5859.62,-144.23,7
2025-01-10 12:30:00,SA1,8.01105,552.72,166.87,4
2025-01-10 12:30:00,TAS1,120.26,824.48,-403.25,0
2025-01-10 12:30:00,VIC1,8.94988,4201.13,-228.76,18
2025-01-10 12:35:00,NSW1,54.59365,6985.62,607.02,-8
2025-01-10 12:35:00,QLD1,57.73,5913.94,-232.26,4
2025-01-10 12:35:00,SA1,19.76454,543.14,168.64,4
2025-01-10 12:35:00,TAS1,120.26,829.21,-401.28,0
2025-01-10 12:35:00,VIC1,22.1,4214.51,-102.89,18
2025-01-10 12:40:00,NSW1,59.05792,6998.95,457.09,-5
2025-01-10 12:40:00,QLD1,60.5,5812.7,-92.73,3
2025-01-10 12:40:00,SA1,52.86879,590.29,95.86,7
2025-01-10 12:40:00,TAS1,120.26,852.97,-402.59,1
2025-01-10 12:40:00,VIC1,58.07692,4189.65,-29.97,20
2025-01-10 12:45:00,NSW1,56.98,6994.45,559.25,-3
2025-01-10 12:45:00,QLD1,73.83,6013.78,-297.9,4
2025-01-10 12:45:00,SA1,48.95733,610.06,180.58,7
2025-01-10 12:45:00,TAS1,130.06,852.92,-402.86,2
2025-01-10 12:45:00,VIC1,54.74294,4194.87,10.85,15
2025-01-10 12:50:00,NSW1,64.90083,6938.63,520.85,1
2025-01-10 12:50:00,QLD1,73.83,5971.93,-253.95,7
2025-01-10 12:50:00,SA1,56.75121,595.25,107.38,7
2025-01-10 12:50:00,TAS1,120.26,848.02,-405.38,2
2025-01-10 12:50:00,VIC1,62.36995,4227.92,71.28,18
2025-01-10 12:55:00,NSW1,48.62628,6753.15,636.73,-5
2025-01-10 12:55:00,QLD1,55.75,6009.35,-303.32,11
2025-01-10 12:55:00,SA1,43.02881,609.69,118.71,7
2025-01-10 12:55:00,TAS1,120.26,849.82,-404.79,2
2025-01-10 12:55:00,VIC1,47.48877,4302.8,-5.21,21
2025-01-10 13:00:00,NSW1,9.02272,6729.95,655.16,-8
2025-01-10 13:00:00,QLD1,9.86176,5968.52,-223.16,15
2025-01-10 13:00:00,SA1,8.1272,612.14,107.14,7
2025-01-10 13:00:00,TAS1,120.26,846.43,-402.96,2
2025-01-10 13:00:00,VIC1,8.9504,4421.28,-101.64,27
2025-01-10 13:05:00,NSW1,11.66538,6686.3,896.12,-9
2025-01-10 13:05:00,QLD1,12.41115,5985.24,-292.79,13
2025-01-10 13:05:00,SA1,10.68092,623.2,128.32,6
2025-01-10 13:05:00,TAS1,130.06,857.27,-401.87,2
2025-01-10 13:05:00,VIC1,11.85,4471.99,-287.63,34
2025-01-10 13:10:00,NSW1,-21.57486,6716.57,974.19,-6
2025-01-10 13:10:00,QLD1,55.74998,6049.39,-377.69,16
2025-01-10 13:10:00,SA1,-20.1,610.36,45.35,6
2025-01-10 13:10:00,TAS1,120.26,735.26,-284.39,2
2025-01-10 13:10:00,VIC1,-21.90294,4429.24,-323.22,35
2025-01-10 13:15:00,NSW1,-18.01582,6715.97,945.38,-6
2025-01-10 13:15:00,QLD1,-18.08,6073.92,-387.73,19
2025-01-10 13:15:00,SA1,-16.63437,616.02,49.5,6
2025-01-10 13:15:00,TAS1,130.06,741.96,-284.46,2
2025-01-10 13:15:00,VIC1,-18.15,4523.98,-286.05,34
2025-01-10 13:20:00,NSW1,0.0,6725.62,824.56,-7
2025-01-10 13:20:00,QLD1,55.75,6069.5,-390.17,21
2025-01-10 13:20:00,SA1,0.0,618.65,164.0,5
2025-01-10 13:20:00,TAS1,130.06,757.38,-292.19,2
2025-01-10 13:20:00,VIC1,0.0,4571.53,-257.4,35
2025-01-10 13:25:00,NSW1,0.0,6739.81,708.76,-8
2025-01-10 13:25:00,QLD1,55.75,5996.32,-387.01,16
2025-01-10 13:25:00,SA1,0.0,640.8,213.39,5
2025-01-10 13:25:00,TAS1,130.06,754.24,-292.75,2
2025-01-10 13:25:00,VIC1,0.0,4587.18,-185.99,35
2025-01-10 13:30:00,NSW1,-21.43484,6771.1,755.75,2
2025-01-10 13:30:00,QLD1,55.75,5975.16,-379.88,14
2025-01-10 13:30:00,SA1,-18.96283,653.2,119.67,7
2025-01-10 13:30:00,TAS1,130.06,762.67,-292.81,2
2025-01-10 13:30:00,VIC1,-21.0,4497.16,-157.88,28
2025-01-10 13:35:00,NSW1,1.0,6755.01,676.48,6
2025-01-10 13:35:00,QLD1,34.75,5938.47,-357.07,11
2025-01-10 13:35:00,SA1,0.85866,660.83,219.94,6
2025-01-10 13:35:00,TAS1,130.06,765.39,-293.55,2
2025-01-10 13:35:00,VIC1,0.97246,4589.75,-190.34,28
2025-01-10 13:40:00,NSW1,9.13038,6732.37,679.58,5
2025-01-10 13:40:00,QLD1,55.75,6025.99,-332.81,10
2025-01-10 13:40:00,SA1,7.93839,658.97,206.42,6
2025-01-10 13:40:00,TAS1,130.06,823.11,-349.24,2
2025-01-10 13:40:00,VIC1,8.95045,4525.81,-149.6,20
2025-01-10 13:45:00,NSW1,1.0,6578.1,729.75,0
2025-01-10 13:45:00,QLD1,73.83,6111.18,-315.33,16
2025-01-10 13:45:00,SA1,0.87301,659.31,222.89,6
2025-01-10 13:45:00,TAS1,140.28,882.68,-409.92,2
2025-01-10 13:45:00,VIC1,0.98811,4563.72,-169.83,21
2025-01-10 13:50:00,NSW1,12.63986,6585.89,665.31,-6
2025-01-10 13:50:00,QLD1,77.95,6227.05,-303.55,23
2025-01-10 13:50:00,SA1,10.99734,719.27,213.41,8
2025-01-10 13:50:00,TAS1,130.06,889.66,-413.44,2
2025-01-10 13:50:00,VIC1,12.42,4568.15,-105.16,17
2025-01-10 13:55:00,NSW1,45.0,6623.19,581.66,-6
2025-01-10 13:55:00,QLD1,73.83,6216.42,-274.74,27
2025-01-10 13:55:00,SA1,38.30311,680.22,261.41,9
2025-01-10 13:55:00,TAS1,130.06,884.82,-413.92,2
2025-01-10 13:55:00,VIC1,43.82883,4647.54,-93.15,15
2025-01-10 14:00:00,NSW1,83.29721,6701.26,363.71,5
2025-01-10 14:00:00,QLD1,86.83,6245.8,-146.33,25
2025-01-10 14:00:00,SA1,70.02,705.95,259.83,8
2025-01-10 14:00:00,TAS1,140.28,904.39,-414.01,2
2025-01-10 14:00:00,VIC1,79.88084,4642.96,-6.78,21
2025-01-10 14:05:00,NSW1,75.09691,6763.21,171.87,9
2025-01-10 14:05:00,QLD1,77.95,6273.76,-102.28,30
2025-01-10 14:05:00,SA1,61.0826,687.26,302.58,8
2025-01-10 14:05:00,TAS1,130.06,898.08,-418.43,3
2025-01-10 14:05:00,VIC1,70.3539,4586.34,114.37,23
2025-01-10 14:10:00,NSW1,84.5152,6725.45,203.37,15
2025-01-10 14:10:00,QLD1,86.83,6349.98,-48.25,33
2025-01-10 14:10:00,SA1,70.02,742.81,293.76,10
2025-01-10 14:10:00,TAS1,130.06,903.79,-417.68,3
2025-01-10 14:10:00,VIC1,80.59565,4672.39,28.22,24
2025-01-10 14:15:00,NSW1,87.76505,6787.94,229.36,14
2025-01-10 14:15:00,QLD1,92.10724,6493.53,-155.88,38
2025-01-10 14:15:00,SA1,70.95718,765.15,349.95,11
2025-01-10 14:15:00,TAS1,140.28,900.22,-417.87,3
2025-01-10 14:15:00,VIC1,82.5,4747.61,70.67,29
2025-01-10 14:20:00,NSW1,82.00167,6794.69,292.46,26
2025-01-10 14:20:00,QLD1,86.83,6591.22,-203.55,43
2025-01-10 14:20:00,SA1,66.47867,766.24,352.69,13
2025-01-10 14:20:00,TAS1,140.28,909.56,-417.8,3
2025-01-10 14:20:00,VIC1,77.20412,4737.36,54.74,33
2025-01-10 14:25:00,NSW1,88.14007,6890.32,259.64,29
2025-01-10 14:25:00,QLD1,92.94968,6717.24,-163.18,54
2025-01-10 14:25:00,SA1,71.16438,765.98,399.45,12
2025-01-10 14:25:00,TAS1,140.28,914.39,-419.62,3
2025-01-10 14:25:00,VIC1,83.63416,4808.31,6.87,35
2025-01-10 14:30:00,NSW1,96.20236,6856.73,186.89,32
2025-01-10 14:30:00,QLD1,101.74345,6885.29,-169.04,58
2025-01-10 14:30:00,SA1,77.62521,810.53,356.95,13
2025-01-10 14:30:00,TAS1,140.28,930.82,-418.28,3
2025-01-10 14:30:00,VIC1,90.0,4765.85,119.68,31
2025-01-10 14:35:00,NSW1,86.82469,6954.87,196.85,33
2025-01-10 14:35:00,QLD1,90.85624,6879.0,-93.22,62
2025-01-10 14:35:00,SA1,70.52621,791.05,381.19,14
2025-01-10 14:35:00,TAS1,140.28,912.47,-420.22,2
2025-01-10 14:35:00,VIC1,82.5,4850.53,12.16,33
2025-01-10 14:40:00,NSW1,35.99987,6899.63,465.52,33
2025-01-10 14:40:00,QLD1,86.83,6924.44,-242.42,62
2025-01-10 14:40:00,SA1,29.98801,800.17,343.31,13
2025-01-10 14:40:00,TAS1,140.28,912.98,-419.91,2
2025-01-10 14:40:00,VIC1,34.77423,4814.57,-69.94,32
2025-01-10 14:45:00,NSW1,35.87977,7051.36,372.6,41
2025-01-10 14:45:00,QLD1,86.82996,7031.35,-248.46,59
2025-01-10 14:45:00,SA1,29.49394,823.81,341.56,14
2025-01-10 14:45:00,TAS1,140.28,924.02,-419.87,1
2025-01-10 14:45:00,VIC1,34.16208,4850.62,36.87,33
2025-01-10 14:50:00,NSW1,44.24983,7226.21,303.62,47
2025-01-10 14:50:00,QLD1,95.35996,7252.09,-255.01,68
2025-01-10 14:50:00,SA1,36.05759,855.29,357.1,14
2025-01-10 14:50:00,TAS1,140.28,921.82,-420.39,1
2025-01-10 14:50:00,VIC1,41.48036,4914.09,88.53,34
2025-01-10 14:55:00,NSW1,87.5001,7237.47,461.0,47
2025-01-10 14:55:00,QLD1,112.75,7356.9,-267.22,73
2025-01-10 14:55:00,SA1,72.34705,863.45,364.21,14
2025-01-10 14:55:00,TAS1,140.28,935.41,-420.35,1
2025-01-10 14:55:00,VIC1,83.9766,5026.66,-54.58,42
2025-01-10 15:00:00,NSW1,81.99628,7324.98,539.11,50
2025-01-10 15:00:00,QLD1,237.73,7528.15,-272.59,78
2025-01-10 15:00:00,SA1,70.02,879.64,355.89,14
2025-01-10 15:00:00,TAS1,140.28,938.82,-432.12,2
2025-01-10 15:00:00,VIC1,80.03209,5045.74,-126.42,43
2025-01-10 15:05:00,NSW1,12.36446,7196.69,486.1,49
2025-01-10 15:05:00,QLD1,144.61,7611.13,-278.41,81
2025-01-10 15:05:00,SA1,10.43976,897.21,344.04,14
2025-01-10 15:05:00,TAS1,140.28,939.02,-429.48,2
2025-01-10 15:05:00,VIC1,12.0,5071.47,-43.44,43
2025-01-10 15:10:00,NSW1,45.0,7362.06,378.14,47
2025-01-10 15:10:00,QLD1,110.83003,7623.01,-274.89,78
2025-01-10 15:10:00,SA1,36.89458,915.92,342.54,14
2025-01-10 15:10:00,TAS1,140.28,944.88,-430.33,2
2025-01-10 15:10:00,VIC1,42.69966,5114.39,79.87,45
2025-01-10 15:15:00,NSW1,35.99991,7200.43,526.18,46
2025-01-10 15:15:00,QLD1,179.57999,7602.8,-273.47,71
2025-01-10 15:15:00,SA1,30.77063,945.08,310.2,16
2025-01-10 15:15:00,TAS1,140.28,942.79,-430.25,3
2025-01-10 15:15:00,VIC1,35.31568,5178.94,-46.45,46
2025-01-10 15:20:00,NSW1,59.47007,7334.37,486.71,47
2025-01-10 15:20:00,QLD1,214.48,7725.53,-271.0,64
2025-01-10 15:20:00,SA1,50.45915,950.61,308.31,16
2025-01-10 15:20:00,TAS1,140.28,948.69,-431.81,3
2025-01-10 15:20:00,VIC1,57.89964,5197.03,-3.75,46
2025-01-10 15:25:00,NSW1,59.99987,7276.06,613.87,44
2025-01-10 15:25:00,QLD1,122.95001,7740.07,-274.81,61
2025-01-10 15:25:00,SA1,51.82689,949.28,290.98,17
2025-01-10 15:25:00,TAS1,140.28,958.17,-433.62,3
2025-01-10 15:25:00,VIC1,59.31903,5248.88,-111.24,43
2025-01-10 15:30:00,NSW1,35.99991,7350.01,535.33,45
2025-01-10 15:30:00,QLD1,164.5,7782.01,-270.48,55
2025-01-10 15:30:00,SA1,31.27338,998.21,265.06,18
2025-01-10 15:30:00,TAS1,140.28,962.23,-438.9,4
2025-01-10 15:30:00,VIC1,35.41073,5200.95,-9.45,35
2025-01-10 15:35:00,NSW1,83.2852,7473.45,579.15,46
2025-01-10 15:35:00,QLD1,122.95,7844.71,-273.01,48
2025-01-10 15:35:00,SA1,73.19333,1004.72,265.26,19
2025-01-10 15:35:00,TAS1,140.28,967.96,-438.58,4
2025-01-10 15:35:00,VIC1,82.59,5242.18,-61.6,32
2025-01-10 15:40:00,NSW1,99.72217,7475.32,514.37,41
2025-01-10 15:40:00,QLD1,109.10362,7814.93,-200.37,46
2025-01-10 15:40:00,SA1,88.3836,1027.11,239.84,19
2025-01-10 15:40:00,TAS1,140.28,976.8,-440.9,4
2025-01-10 15:40:00,VIC1,99.0,5316.94,-50.65,33
2025-01-10 15:45:00,NSW1,94.57067,7517.58,597.14,40
2025-01-10 15:45:00,QLD1,103.53,7818.63,-205.03,39
2025-01-10 15:45:00,SA1,86.24197,1055.44,195.3,20
2025-01-10 15:45:00,TAS1,140.28,973.73,-439.17,4
2025-01-10 15:45:00,VIC1,95.47668,5351.05,-92.35,32
2025-01-10 15:50:00,NSW1,97.86315,7651.64,692.66,40
2025-01-10 15:50:00,QLD1,112.75,7963.29,-282.71,38
2025-01-10 15:50:00,SA1,89.85075,1096.99,151.69,20
2025-01-10 15:50:00,TAS1,140.28,974.84,-440.66,4
2025-01-10 15:50:00,VIC1,99.0,5440.5,-50.88,32
2025-01-10 15:55:00,NSW1,90.69134,7696.98,909.17,47
2025-01-10 15:55:00,QLD1,103.53,8085.13,-388.95,44
2025-01-10 15:55:00,SA1,84.7456,1118.72,162.91,22
2025-01-10 15:55:00,TAS1,140.3,985.18,-439.94,4
2025-01-10 15:55:00,VIC1,93.30845,5503.05,-155.77,35
2025-01-10 16:00:00,NSW1,80.88946,7655.33,1103.64,49
2025-01-10 16:00:00,QLD1,93.83004,7991.12,-506.2,45
2025-01-10 16:00:00,SA1,103.03052,1146.7,117.03,22
2025-01-10 16:00:00,TAS1,350.2,985.54,-390.0,4
2025-01-10 16:00:00,VIC1,112.63789,5627.35,-223.68,41
2025-01-10 16:05:00,NSW1,74.28088,7702.76,1200.97,50
2025-01-10 16:05:00,QLD1,86.82988,8052.06,-536.36,43
2025-01-10 16:05:00,SA1,94.5624,1173.9,140.83,23
2025-01-10 16:05:00,TAS1,140.28,986.06,-439.81,4
2025-01-10 16:05:00,VIC1,103.64989,5652.07,-249.46,47
2025-01-10 16:10:00,NSW1,67.11011,7860.75,1189.02,54
2025-01-10 16:10:00,QLD1,77.95,7969.96,-496.71,40
2025-01-10 16:10:00,SA1,100.87198,1174.49,193.97,22
2025-01-10 16:10:00,TAS1,122.33,995.75,-406.62,4
2025-01-10 16:10:00,VIC1,112.08655,5666.51,-367.4,49
2025-01-10 16:15:00,NSW1,76.00005,7942.16,1070.53,58
2025-01-10 16:15:00,QLD1,87.3324,8030.94,-448.04,39
2025-01-10 16:15:00,SA1,101.4988,1204.75,205.56,22
2025-01-10 16:15:00,TAS1,122.19,996.42,-418.29,4
2025-01-10 16:15:00,VIC1,111.80912,5697.88,-318.58,44
2025-01-10 16:20:00,NSW1,66.957,7951.42,1227.02,56
2025-01-10 16:20:00,QLD1,77.95,8057.54,-502.18,37
2025-01-10 16:20:00,SA1,103.44,1235.42,265.64,24
2025-01-10 16:20:00,TAS1,122.79837,982.69,-289.33,4
2025-01-10 16:20:00,VIC1,115.22673,5823.64,-602.37,45
2025-01-10 16:25:00,NSW1,65.45011,7898.69,1332.19,53
2025-01-10 16:25:00,QLD1,77.95,8007.18,-634.69,33
2025-01-10 16:25:00,SA1,111.90956,1261.26,251.23,23
2025-01-10 16:25:00,TAS1,133.21822,991.61,-274.72,4
2025-01-10 16:25:00,VIC1,125.43089,5857.43,-535.93,51
2025-01-10 16:30:00,NSW1,60.0,8038.36,1190.34,46
2025-01-10 16:30:00,QLD1,70.27669,8020.31,-532.63,29
2025-01-10 16:30:00,SA1,119.27089,1296.46,221.02,25
2025-01-10 16:30:00,TAS1,140.28,993.02,-240.35,4
2025-01-10 16:30:00,VIC1,133.1969,5994.49,-522.17,52
2025-01-10 16:35:00,NSW1,69.74921,8026.9,1246.08,41
2025-01-10 16:35:00,QLD1,80.79,8046.62,-463.7,24
2025-01-10 16:35:00,SA1,103.44,1327.53,358.62,25
2025-01-10 16:35:00,TAS1,120.90718,999.52,-148.89,4
2025-01-10 16:35:00,VIC1,118.84858,6103.07,-864.19,53
2025-01-10 16:40:00,NSW1,70.63348,8000.39,1151.96,41
2025-01-10 16:40:00,QLD1,80.79,8014.31,-388.12,23
2025-01-10 16:40:00,SA1,75.83304,1329.43,323.7,24
2025-01-10 16:40:00,TAS1,90.18,981.35,-271.51,4
2025-01-10 16:40:00,VIC1,86.40937,6060.84,-699.6,49
2025-01-10 16:45:00,NSW1,80.38772,8015.99,1095.67,34
2025-01-10 16:45:00,QLD1,92.6495,8150.82,-419.23,21
2025-01-10 16:45:00,SA1,76.16302,1407.37,290.34,26
2025-01-10 16:45:00,TAS1,90.14,982.94,-286.0,1
2025-01-10 16:45:00,VIC1,86.0,6155.5,-565.54,42
2025-01-10 16:50:00,NSW1,80.88201,8081.78,1025.68,33
2025-01-10 16:50:00,QLD1,92.76125,8158.4,-407.06,23
2025-01-10 16:50:00,SA1,75.41098,1420.67,334.01,27
2025-01-10 16:50:00,TAS1,90.14,994.02,-286.0,1
2025-01-10 16:50:00,VIC1,86.0,6185.26,-549.73,42
2025-01-10 16:55:00,NSW1,76.2314,8057.14,1100.32,27
2025-01-10 16:55:00,QLD1,86.83,8122.38,-353.93,21
2025-01-10 16:55:00,SA1,73.70178,1452.95,379.27,28
2025-01-10 16:55:00,TAS1,90.12,993.0,-352.24,1
2025-01-10 16:55:00,VIC1,84.83702,6219.79,-644.34,42
2025-01-10 17:00:00,NSW1,78.6819,8139.21,1031.95,28
2025-01-10 17:00:00,QLD1,89.73,8188.12,-356.88,20
2025-01-10 17:00:00,SA1,9.1,1499.42,401.84,29
2025-01-10 17:00:00,TAS1,90.26,995.59,-205.99,1
2025-01-10 17:00:00,VIC1,87.60335,6396.03,-747.94,44
2025-01-10 17:05:00,NSW1,80.30573,8234.12,1123.67,35
2025-01-10 17:05:00,QLD1,93.83004,8159.97,-470.0,23
2025-01-10 17:05:00,SA1,0.0,1520.25,346.62,30
2025-01-10 17:05:00,TAS1,120.16,1001.14,-416.1,1
2025-01-10 17:05:00,VIC1,110.64506,6420.22,-440.73,46
2025-01-10 17:10:00,NSW1,85.86163,8210.49,1005.95,32
2025-01-10 17:10:00,QLD1,98.99,8057.11,-414.9,17
2025-01-10 17:10:00,SA1,-0.0002,1543.69,342.78,29
2025-01-10 17:10:00,TAS1,119.26,1001.85,-428.33,1
2025-01-10 17:10:00,VIC1,91.32635,6378.55,-372.62,36
2025-01-10 17:15:00,NSW1,93.71037,8257.11,769.03,30
2025-01-10 17:15:00,QLD1,104.23423,8043.17,-228.11,13
2025-01-10 17:15:00,SA1,0.0,1556.48,343.2,28
2025-01-10 17:15:00,TAS1,120.16,1008.35,-428.12,1
2025-01-10 17:15:00,VIC1,99.0,6371.17,-349.31,35
2025-01-10 17:20:00,NSW1,101.98333,8256.46,411.44,29
2025-01-10 17:20:00,QLD1,112.75,8067.72,-180.83,9
2025-01-10 17:20:00,SA1,0.0,1632.44,364.9,28
2025-01-10 17:20:00,TAS1,120.18,1037.25,-429.03,2
2025-01-10 17:20:00,VIC1,103.24936,6451.49,-72.32,32
2025-01-10 17:25:00,NSW1,116.24373,8233.33,203.38,19
2025-01-10 17:25:00,QLD1,127.87873,8099.47,-147.14,8
2025-01-10 17:25:00,SA1,0.0,1648.02,345.23,29
2025-01-10 17:25:00,TAS1,120.26,1027.11,-301.46,2
2025-01-10 17:25:00,VIC1,114.35653,6521.3,-21.23,34
2025-01-10 17:30:00,NSW1,116.92647,8264.89,172.9,18
2025-01-10 17:30:00,QLD1,128.63239,8083.11,-150.93,7
2025-01-10 17:30:00,SA1,102.18467,1677.97,316.33,27
2025-01-10 17:30:00,TAS1,120.26,1030.87,-267.35,3
2025-01-10 17:30:00,VIC1,115.23166,6522.26,5.72,27
2025-01-10 17:35:00,NSW1,99.48304,8256.26,349.65,13
2025-01-10 17:35:00,QLD1,110.83004,8122.65,-232.5,2
2025-01-10 17:35:00,SA1,90.17057,1696.74,264.66,26
2025-01-10 17:35:00,TAS1,120.16,1033.32,-427.19,3
2025-01-10 17:35:00,VIC1,99.0,6514.86,112.95,24
2025-01-10 17:40:00,NSW1,96.60031,8322.53,405.86,17
2025-01-10 17:40:00,QLD1,106.25602,8045.12,-148.33,0
2025-01-10 17:40:00,SA1,90.76705,1697.04,212.6,23
2025-01-10 17:40:00,TAS1,120.16,1051.21,-440.01,3
2025-01-10 17:40:00,VIC1,99.0,6534.88,32.42,16
2025-01-10 17:45:00,NSW1,102.00867,8352.72,230.6,13
2025-01-10 17:45:00,QLD1,110.83004,8006.37,-103.75,-7
